State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,2017,367.0,259.0,71.0,4.0,0.0,4.0,67.0,71.0,4.0,0.0,4.0,67.0,0.0,0.0,0.0,0.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,2018,398.0,265.0,72.0,5.0,0.0,5.0,67.0,68.0,1.0,0.0,1.0,67.0,4.0,4.0,4.0,0.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,2019,845.0,663.0,264.0,21.0,0.0,21.0,243.0,227.0,9.0,0.0,9.0,218.0,37.0,12.0,12.0,25.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,2020,834.0,685.0,252.0,9.0,0.0,9.0,243.0,220.0,2.0,0.0,2.0,218.0,32.0,7.0,7.0,25.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,2021,151.0,90.0,19.0,19.0,0.0,19.0,0.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,2022,625.0,531.0,238.0,19.0,0.0,19.0,219.0,217.0,16.0,0.0,16.0,201.0,21.0,3.0,3.0,18.0
California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,2023,731.0,562.0,250.0,31.0,0.0,31.0,219.0,226.0,25.0,0.0,25.0,201.0,24.0,6.0,6.0,18.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2007,431.0,258.0,,,,,,75.0,,,53.0,22.0,,,,
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2008,540.0,351.0,,,,,,45.0,,,33.0,12.0,,,,
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2009,566.0,335.0,,,,,,86.0,48.0,,48.0,38.0,,,,
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2010,578.0,410.0,,,0.0,,,84.0,78.0,0.0,78.0,6.0,,,,
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2011,439.0,277.0,65.0,36.0,0.0,36.0,29.0,65.0,36.0,0.0,36.0,29.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2012,528.0,383.0,77.0,55.0,0.0,55.0,22.0,72.0,51.0,0.0,51.0,21.0,5.0,4.0,4.0,1.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2013,516.0,391.0,122.0,105.0,0.0,105.0,17.0,120.0,103.0,0.0,103.0,17.0,2.0,2.0,2.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2014,451.0,296.0,86.0,85.0,0.0,85.0,1.0,86.0,85.0,0.0,85.0,1.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2015,478.0,318.0,69.0,66.0,0.0,66.0,3.0,69.0,66.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2016,592.0,445.0,85.0,79.0,0.0,79.0,6.0,75.0,69.0,0.0,69.0,6.0,10.0,10.0,10.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2017,531.0,475.0,112.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2018,665.0,595.0,47.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2019,777.0,627.0,270.0,178.0,0.0,178.0,92.0,265.0,173.0,0.0,173.0,92.0,5.0,5.0,5.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2020,600.0,578.0,64.0,24.0,0.0,24.0,40.0,64.0,24.0,0.0,24.0,40.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2021,487.0,442.0,16.0,2.0,0.0,2.0,14.0,16.0,2.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2022,661.0,504.0,108.0,71.0,0.0,71.0,37.0,85.0,48.0,0.0,48.0,37.0,23.0,23.0,23.0,0.0
Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2023,683.0,640.0,122.0,23.0,0.0,23.0,99.0,102.0,3.0,0.0,3.0,99.0,20.0,20.0,20.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2007,974.0,696.0,,,,,,224.0,,,187.0,37.0,,,,
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2008,1023.0,695.0,,,,,,300.0,,,239.0,61.0,,,,
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2009,1267.0,821.0,,,,,,198.0,152.0,,152.0,46.0,,,,
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2010,1231.0,740.0,,,0.0,,,56.0,43.0,0.0,43.0,13.0,,,,
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2011,1223.0,794.0,129.0,109.0,0.0,109.0,20.0,112.0,94.0,0.0,94.0,18.0,17.0,15.0,15.0,2.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2012,1147.0,791.0,114.0,109.0,0.0,109.0,5.0,113.0,108.0,0.0,108.0,5.0,1.0,1.0,1.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2013,1122.0,844.0,89.0,68.0,0.0,68.0,21.0,83.0,62.0,0.0,62.0,21.0,6.0,6.0,6.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2014,1023.0,736.0,101.0,59.0,0.0,59.0,42.0,94.0,56.0,0.0,56.0,38.0,7.0,3.0,3.0,4.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2015,1208.0,837.0,127.0,27.0,0.0,27.0,100.0,106.0,27.0,0.0,27.0,79.0,21.0,0.0,0.0,21.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2016,1105.0,905.0,50.0,48.0,0.0,48.0,2.0,48.0,46.0,0.0,46.0,2.0,2.0,2.0,2.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2017,1128.0,848.0,116.0,72.0,0.0,72.0,44.0,114.0,70.0,0.0,70.0,44.0,2.0,2.0,2.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2018,1094.0,814.0,177.0,150.0,0.0,150.0,27.0,163.0,136.0,0.0,136.0,27.0,14.0,14.0,14.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2019,1111.0,799.0,91.0,73.0,0.0,73.0,18.0,79.0,61.0,0.0,61.0,18.0,12.0,12.0,12.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2020,1058.0,816.0,141.0,126.0,0.0,126.0,15.0,135.0,120.0,0.0,120.0,15.0,6.0,6.0,6.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2021,1319.0,1057.0,271.0,223.0,0.0,223.0,48.0,266.0,218.0,0.0,218.0,48.0,5.0,5.0,5.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2022,1494.0,1176.0,474.0,431.0,0.0,431.0,43.0,455.0,412.0,0.0,412.0,43.0,19.0,19.0,19.0,0.0
Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2023,1760.0,1460.0,488.0,434.0,0.0,434.0,54.0,475.0,421.0,0.0,421.0,54.0,13.0,13.0,13.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2007,289.0,154.0,,,,,,74.0,,,26.0,48.0,,,,
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2008,290.0,132.0,,,,,,46.0,,,38.0,8.0,,,,
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2009,326.0,198.0,,,,,,53.0,31.0,,31.0,22.0,,,,
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2010,395.0,262.0,,,0.0,,,67.0,50.0,0.0,50.0,17.0,,,,
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2011,382.0,229.0,53.0,29.0,0.0,29.0,24.0,51.0,27.0,0.0,27.0,24.0,2.0,2.0,2.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2012,373.0,213.0,41.0,31.0,0.0,31.0,10.0,41.0,31.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2013,400.0,258.0,63.0,41.0,0.0,41.0,22.0,48.0,26.0,0.0,26.0,22.0,15.0,15.0,15.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2014,384.0,225.0,73.0,42.0,0.0,42.0,31.0,69.0,38.0,0.0,38.0,31.0,4.0,4.0,4.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2015,335.0,224.0,71.0,46.0,0.0,46.0,25.0,71.0,46.0,0.0,46.0,25.0,0.0,0.0,0.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2016,390.0,225.0,70.0,43.0,0.0,43.0,27.0,65.0,43.0,0.0,43.0,22.0,5.0,0.0,0.0,5.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2017,376.0,261.0,91.0,38.0,0.0,38.0,53.0,86.0,33.0,0.0,33.0,53.0,5.0,5.0,5.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2018,366.0,266.0,85.0,48.0,0.0,48.0,37.0,75.0,38.0,0.0,38.0,37.0,10.0,10.0,10.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2019,302.0,225.0,71.0,38.0,0.0,38.0,33.0,71.0,38.0,0.0,38.0,33.0,0.0,0.0,0.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2020,319.0,233.0,54.0,28.0,0.0,28.0,26.0,52.0,26.0,0.0,26.0,26.0,2.0,2.0,2.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2021,244.0,180.0,46.0,19.0,0.0,19.0,27.0,41.0,17.0,0.0,17.0,24.0,5.0,2.0,2.0,3.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2022,307.0,183.0,55.0,16.0,0.0,16.0,39.0,51.0,12.0,0.0,12.0,39.0,4.0,4.0,4.0,0.0
Maryland,MD-503,Annapolis/Anne Arundel County CoC,Sheltered and Unsheltered Count,2023,241.0,175.0,40.0,13.0,0.0,13.0,27.0,40.0,13.0,0.0,13.0,27.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2007,559.0,478.0,,,,,,88.0,,,46.0,42.0,,,,
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2008,559.0,478.0,,,,,,88.0,,,46.0,42.0,,,,
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2009,840.0,743.0,,,,,,68.0,37.0,,37.0,31.0,,,,
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2010,840.0,743.0,,,0.0,,,68.0,37.0,0.0,37.0,31.0,,,,
Tennessee,TN-509,Appalachian Regional CoC,Sheltered-Only Count,2011,360.0,200.0,66.0,41.0,0.0,41.0,25.0,66.0,41.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2012,424.0,303.0,56.0,31.0,0.0,31.0,25.0,49.0,24.0,0.0,24.0,25.0,7.0,7.0,7.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered-Only Count,2013,694.0,487.0,216.0,49.0,0.0,49.0,167.0,132.0,45.0,0.0,45.0,87.0,84.0,4.0,4.0,80.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2014,598.0,472.0,179.0,117.0,0.0,117.0,62.0,166.0,104.0,0.0,104.0,62.0,13.0,13.0,13.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2015,577.0,438.0,130.0,68.0,0.0,68.0,62.0,130.0,68.0,0.0,68.0,62.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2016,448.0,366.0,117.0,56.0,0.0,56.0,61.0,117.0,56.0,0.0,56.0,61.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2017,450.0,342.0,73.0,24.0,0.0,24.0,49.0,64.0,21.0,0.0,21.0,43.0,9.0,3.0,3.0,6.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2018,360.0,291.0,51.0,30.0,0.0,30.0,21.0,51.0,30.0,0.0,30.0,21.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2019,405.0,294.0,51.0,16.0,0.0,16.0,35.0,51.0,16.0,0.0,16.0,35.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2020,386.0,299.0,85.0,32.0,0.0,32.0,53.0,80.0,27.0,0.0,27.0,53.0,5.0,5.0,5.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2021,310.0,233.0,49.0,12.0,0.0,12.0,37.0,49.0,12.0,0.0,12.0,37.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2022,392.0,321.0,26.0,17.0,0.0,17.0,9.0,26.0,17.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0
Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2023,572.0,514.0,118.0,43.0,0.0,43.0,75.0,106.0,35.0,0.0,35.0,71.0,12.0,8.0,8.0,4.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2007,2997.0,2235.0,,,,,,425.0,,,93.0,332.0,,,,
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2008,2940.0,2162.0,,,,,,408.0,,,76.0,332.0,,,,
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2009,3236.0,2217.0,,,,,,409.0,98.0,,98.0,311.0,,,,
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2010,3069.0,2085.0,,,0.0,,,395.0,84.0,0.0,84.0,311.0,,,,
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2011,2047.0,1027.0,466.0,199.0,0.0,199.0,267.0,386.0,165.0,0.0,165.0,221.0,80.0,34.0,34.0,46.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2012,2451.0,1381.0,545.0,278.0,0.0,278.0,267.0,307.0,86.0,0.0,86.0,221.0,238.0,192.0,192.0,46.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2013,2435.0,1448.0,329.0,168.0,0.0,168.0,161.0,239.0,120.0,0.0,120.0,119.0,90.0,48.0,48.0,42.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2014,2398.0,1679.0,266.0,105.0,0.0,105.0,161.0,211.0,92.0,0.0,92.0,119.0,55.0,13.0,13.0,42.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2015,2402.0,1723.0,542.0,20.0,0.0,20.0,522.0,475.0,20.0,0.0,20.0,455.0,67.0,0.0,0.0,67.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2016,2240.0,1734.0,437.0,43.0,0.0,43.0,394.0,407.0,36.0,0.0,36.0,371.0,30.0,7.0,7.0,23.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2017,1768.0,1434.0,388.0,68.0,0.0,68.0,320.0,358.0,59.0,0.0,59.0,299.0,30.0,9.0,9.0,21.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2018,2187.0,1638.0,537.0,59.0,0.0,59.0,478.0,530.0,59.0,0.0,59.0,471.0,7.0,0.0,0.0,7.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2019,2021.0,1575.0,558.0,91.0,0.0,91.0,467.0,515.0,91.0,0.0,91.0,424.0,43.0,0.0,0.0,43.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2020,2236.0,1703.0,651.0,100.0,0.0,100.0,551.0,587.0,98.0,0.0,98.0,489.0,64.0,2.0,2.0,62.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2021,989.0,696.0,185.0,178.0,7.0,185.0,0.0,159.0,152.0,7.0,159.0,0.0,26.0,26.0,26.0,0.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2022,2300.0,1867.0,600.0,145.0,5.0,150.0,450.0,577.0,138.0,5.0,143.0,434.0,23.0,7.0,7.0,16.0
Arizona,AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2023,2386.0,1896.0,488.0,255.0,3.0,258.0,230.0,469.0,244.0,3.0,247.0,222.0,19.0,11.0,11.0,8.0
Arkansas,AR-503,Arkansas  Balance of State  CoC,Sheltered and Unsheltered Count,2022,814.0,764.0,111.0,27.0,0.0,27.0,84.0,111.0,27.0,0.0,27.0,84.0,0.0,0.0,0.0,0.0
Arkansas,AR-503,Arkansas  Balance of State  CoC,Sheltered-Only Count,2023,871.0,728.0,121.0,29.0,0.0,29.0,92.0,115.0,23.0,0.0,23.0,92.0,6.0,6.0,6.0,0.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2011,1816.0,1228.0,303.0,107.0,0.0,107.0,196.0,247.0,79.0,0.0,79.0,168.0,56.0,28.0,28.0,28.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2012,2715.0,2211.0,254.0,71.0,0.0,71.0,183.0,207.0,53.0,0.0,53.0,154.0,47.0,18.0,18.0,29.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2013,2014.0,1775.0,160.0,71.0,0.0,71.0,89.0,150.0,69.0,0.0,69.0,81.0,10.0,2.0,2.0,8.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2014,1056.0,762.0,50.0,11.0,0.0,11.0,39.0,50.0,11.0,0.0,11.0,39.0,0.0,0.0,0.0,0.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2015,814.0,538.0,109.0,33.0,0.0,33.0,76.0,99.0,31.0,0.0,31.0,68.0,10.0,2.0,2.0,8.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2016,850.0,560.0,125.0,50.0,0.0,50.0,75.0,86.0,22.0,0.0,22.0,64.0,39.0,28.0,28.0,11.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered-Only Count,2017,875.0,761.0,110.0,27.0,0.0,27.0,83.0,110.0,27.0,0.0,27.0,83.0,0.0,0.0,0.0,0.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2018,825.0,717.0,125.0,26.0,4.0,30.0,95.0,122.0,26.0,4.0,30.0,92.0,3.0,0.0,0.0,3.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered-Only Count,2019,811.0,736.0,177.0,56.0,0.0,56.0,121.0,169.0,48.0,0.0,48.0,121.0,8.0,8.0,8.0,0.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2020,773.0,662.0,128.0,7.0,0.0,7.0,121.0,126.0,5.0,0.0,5.0,121.0,2.0,2.0,2.0,0.0
Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered-Only Count,2021,1190.0,1081.0,178.0,94.0,0.0,94.0,84.0,174.0,90.0,0.0,90.0,84.0,4.0,4.0,4.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2007,462.0,325.0,,,,,,273.0,,,54.0,219.0,,,,
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2008,410.0,284.0,,,,,,156.0,,,27.0,129.0,,,,
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2009,511.0,322.0,,,,,,138.0,52.0,,52.0,86.0,,,,
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2010,535.0,351.0,,,4.0,,,119.0,36.0,4.0,40.0,79.0,,,,
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2011,461.0,268.0,154.0,60.0,4.0,64.0,90.0,154.0,60.0,4.0,64.0,90.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2012,451.0,263.0,175.0,79.0,3.0,82.0,93.0,175.0,79.0,3.0,82.0,93.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2013,479.0,268.0,157.0,61.0,3.0,64.0,93.0,156.0,60.0,3.0,63.0,93.0,1.0,1.0,1.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2014,291.0,178.0,74.0,32.0,6.0,38.0,36.0,74.0,32.0,6.0,38.0,36.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2015,239.0,164.0,70.0,45.0,6.0,51.0,19.0,68.0,43.0,6.0,49.0,19.0,2.0,2.0,2.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2016,174.0,124.0,41.0,22.0,6.0,28.0,13.0,41.0,22.0,6.0,28.0,13.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2017,232.0,149.0,63.0,36.0,6.0,42.0,21.0,63.0,36.0,6.0,42.0,21.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2018,221.0,144.0,57.0,30.0,0.0,30.0,27.0,57.0,30.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2019,215.0,149.0,74.0,42.0,0.0,42.0,32.0,74.0,42.0,0.0,42.0,32.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2020,199.0,139.0,20.0,6.0,0.0,6.0,14.0,20.0,6.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2021,171.0,127.0,34.0,20.0,0.0,20.0,14.0,34.0,20.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2022,182.0,132.0,39.0,28.0,0.0,28.0,11.0,39.0,28.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0
Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2023,213.0,147.0,18.0,6.0,0.0,6.0,12.0,18.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2007,635.0,542.0,,,,,,105.0,,,22.0,83.0,,,,
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2008,509.0,407.0,,,,,,175.0,,,112.0,63.0,,,,
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2009,518.0,432.0,,,,,,180.0,147.0,,147.0,33.0,,,,
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2010,516.0,415.0,,,0.0,,,111.0,68.0,0.0,68.0,43.0,,,,
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2011,514.0,453.0,81.0,42.0,0.0,42.0,39.0,75.0,36.0,0.0,36.0,39.0,6.0,6.0,6.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2012,560.0,466.0,80.0,40.0,0.0,40.0,40.0,78.0,38.0,0.0,38.0,40.0,2.0,2.0,2.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2013,570.0,478.0,54.0,26.0,0.0,26.0,28.0,54.0,26.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2014,530.0,478.0,47.0,7.0,0.0,7.0,40.0,47.0,7.0,0.0,7.0,40.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2015,562.0,510.0,74.0,22.0,0.0,22.0,52.0,74.0,22.0,0.0,22.0,52.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2016,509.0,472.0,74.0,34.0,0.0,34.0,40.0,72.0,32.0,0.0,32.0,40.0,2.0,2.0,2.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2017,562.0,505.0,83.0,43.0,0.0,43.0,40.0,83.0,43.0,0.0,43.0,40.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2018,554.0,515.0,82.0,61.0,0.0,61.0,21.0,82.0,61.0,0.0,61.0,21.0,0.0,0.0,0.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2019,580.0,539.0,123.0,83.0,0.0,83.0,40.0,121.0,81.0,0.0,81.0,40.0,2.0,2.0,2.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2020,547.0,477.0,110.0,72.0,0.0,72.0,38.0,106.0,68.0,0.0,68.0,38.0,4.0,4.0,4.0,0.0
North Carolina,NC-501,Asheville/Buncombe County CoC,Sheltered and Unsheltered Count,2021,527.0,474.0,154.0,95.0,0.0,95.0,59.0,146.0,87.0,0.0,87.0,59.0,8.0,8.0,8.0,0.0
